,m,n,c,r1,M,r2,mdf,fobj,optiter,solveriter,time,scc
318,10,15,1,33497,1,1659553369,False,0.0,100.0,0.0,9.466014300000097,[5]
319,10,15,1,33497,1,1659553369,True,0.0,4.0,306.0,25.1890999999996,[5]
320,10,15,1,41743,2,1803631832,False,0.0,10.0,0.0,1.2254261999996743,[2]
321,10,15,1,41743,2,1803631832,True,0.0,4.0,414.0,15.885415499999908,[2]
322,10,15,1,41743,1,1803631832,False,3.74,106.0,0.0,9.970545399999537,"[3, 3]"
323,10,15,1,41743,1,1803631832,True,0.0,4.0,455.0,23.62534760000017,"[3, 3]"
324,10,15,1,41743,2,740102319,False,2.41,46.0,0.0,4.599387799999931,[2]
325,10,15,1,41743,2,740102319,True,9999.0,,,,[2]
326,10,15,1,41743,1,740102319,False,0.01,21.0,0.0,3.058887600000162,"[3, 3]"
327,10,15,1,41743,1,740102319,True,0.0,4.0,421.0,21.992734599999494,"[3, 3]"
328,10,15,1,41743,2,558555015,False,1.16,80.0,0.0,6.585104800000408,[2]
329,10,15,1,41743,2,558555015,True,0.0,4.0,804.0,30.62676460000057,[2]
330,10,15,1,41743,1,558555015,False,0.25,365.0,0.0,32.71175790000052,"[3, 3]"
331,10,15,1,41743,1,558555015,True,9999.0,,,,"[3, 3]"
332,10,15,1,41743,2,1727528595,False,0.68,11.0,0.0,1.4085476000000199,[2]
333,10,15,1,41743,2,1727528595,True,9999.0,,,,[2]
334,10,15,1,41743,1,1727528595,False,1.1,199.0,0.0,22.26143239999965,"[3, 3]"
335,10,15,1,41743,1,1727528595,True,9999.0,,,,"[3, 3]"
336,10,15,1,41743,2,1273331140,False,0.0,13.0,0.0,1.5059528000001592,[2]
337,10,15,1,41743,2,1273331140,True,0.0,4.0,7.0,0.4226818999995885,[2]
338,10,15,1,41743,1,1273331140,False,0.0,49.0,0.0,5.2011888000006365,"[3, 3]"
339,10,15,1,41743,1,1273331140,True,0.0,4.0,44.0,2.2842710000004445,"[3, 3]"
340,10,15,1,41743,2,461373845,False,0.0,23.0,0.0,2.8857895999999528,[2]
341,10,15,1,41743,2,461373845,True,0.0,4.0,7.0,0.41262019999976474,[2]
342,10,15,1,41743,1,461373845,False,0.08,45.0,0.0,5.93185050000011,"[3, 3]"
343,10,15,1,41743,1,461373845,True,0.0,4.0,848.0,44.46085219999986,"[3, 3]"
344,10,15,1,41743,2,1831015078,False,0.0,8.0,0.0,1.068299599999591,[2]
345,10,15,1,41743,2,1831015078,True,0.0,4.0,7.0,0.4394830000001093,[2]
346,10,15,1,41743,1,1831015078,False,2.14,220.0,0.0,20.56218379999973,"[3, 3]"
347,10,15,1,41743,1,1831015078,True,0.0,4.0,42.0,2.1486587999997937,"[3, 3]"
348,10,15,1,41743,2,1653715901,False,0.0,10.0,0.0,1.2021947999992335,[2]
349,10,15,1,41743,2,1653715901,True,0.0,4.0,12.0,0.6044787000000724,[2]
350,10,15,1,41743,1,1653715901,False,1.14,325.0,0.0,26.176429999999527,"[3, 3]"
351,10,15,1,41743,1,1653715901,True,0.0,4.0,188.0,9.882858500000111,"[3, 3]"
352,10,15,1,41743,2,1377241756,False,0.0,13.0,0.0,1.6516387000001487,[2]
353,10,15,1,41743,2,1377241756,True,0.0,4.0,211.0,8.121968200000083,[2]
354,10,15,1,41743,1,1377241756,False,3.0,97.0,0.0,11.084857999999258,"[3, 3]"
355,10,15,1,41743,1,1377241756,True,0.0,4.0,668.0,34.81610030000047,"[3, 3]"
356,10,15,1,41743,2,981769744,False,0.0,11.0,0.0,1.5145533999993859,[2]
357,10,15,1,41743,2,981769744,True,0.0,4.0,7.0,0.43343410000034055,[2]
358,10,15,1,41743,1,981769744,False,1.67,356.0,0.0,31.808917600000314,"[3, 3]"
359,10,15,1,41743,1,981769744,True,9999.0,,,,"[3, 3]"
360,10,15,1,55746,2,1760134976,False,0.0,4.0,0.0,0.31975730000067415,[]
361,10,15,1,55746,2,1760134976,True,0.0,4.0,0.0,0.3200742999997601,[]
362,10,15,1,55746,1,1760134976,False,0.17,67.0,0.0,8.746914899999865,[9]
363,10,15,1,55746,1,1760134976,True,0.0,4.0,804.0,4729.0343216,[9]
364,10,15,1,55746,2,1170534942,False,0.0,4.0,0.0,0.3226814999998169,[]
365,10,15,1,55746,2,1170534942,True,0.0,4.0,0.0,0.4258473000008962,[]
366,10,15,1,55746,1,1170534942,False,3490.48,165.0,0.0,12.108872599999813,[9]
367,10,15,1,55746,1,1170534942,True,9999.0,,,,[9]
368,10,15,1,55746,2,317660153,False,0.0,4.0,0.0,0.5803293000008125,[]
369,10,15,1,55746,2,317660153,True,0.0,4.0,0.0,0.3365584000002855,[]
370,10,15,1,55746,1,317660153,False,1.11,89.0,0.0,12.902382100000978,[9]
371,10,15,1,55746,1,317660153,True,0.0,4.0,404.0,66.57021899999927,[9]
372,10,15,1,55746,2,116244473,False,0.0,4.0,0.0,0.3260952000000543,[]
373,10,15,1,55746,2,116244473,True,0.0,4.0,0.0,0.33156249999956344,[]
374,10,15,1,55746,1,116244473,False,5.02,28.0,0.0,4.2094946000015625,[9]
375,10,15,1,55746,1,116244473,True,9999.0,,,,[9]
376,10,15,1,55746,2,1617120057,False,0.0,4.0,0.0,0.34322570000040287,[]
377,10,15,1,55746,2,1617120057,True,0.0,4.0,0.0,0.3299922999995033,[]
378,10,15,1,55746,1,1617120057,False,1.17,328.0,0.0,36.79413690000001,[9]
379,10,15,1,55746,1,1617120057,True,9999.0,,,,[9]
380,10,15,1,55746,2,2106555451,False,0.0,4.0,0.0,0.33174229999895033,[]
381,10,15,1,55746,2,2106555451,True,0.0,4.0,0.0,0.31327969999983907,[]
382,10,15,1,55746,1,2106555451,False,0.99,81.0,0.0,11.854745199998433,[9]
383,10,15,1,55746,1,2106555451,True,0.0,4.0,500.0,80.81647809999959,[9]
384,10,15,1,55746,2,1097125525,False,0.0,4.0,0.0,0.32024269999965327,[]
385,10,15,1,55746,2,1097125525,True,0.0,4.0,0.0,0.3293551999995543,[]
386,10,15,1,55746,1,1097125525,False,949.85,188.0,0.0,10.611797800000204,[9]
387,10,15,1,55746,1,1097125525,True,9999.0,,,,[9]
388,10,15,1,55746,2,1446720800,False,0.0,4.0,0.0,0.32766070000070613,[]
389,10,15,1,55746,2,1446720800,True,0.0,4.0,0.0,0.3424255000008998,[]
390,10,15,1,55746,1,1446720800,False,0.0,47.0,0.0,6.195764099998996,[9]
391,10,15,1,55746,1,1446720800,True,9999.0,,,,[9]
392,10,15,1,55746,2,1094134074,False,0.0,4.0,0.0,0.3489466999999422,[]
393,10,15,1,55746,2,1094134074,True,0.0,4.0,0.0,0.42308020000018587,[]
394,10,15,1,55746,1,1094134074,False,0.15,75.0,0.0,10.883195599999453,[9]
395,10,15,1,55746,1,1094134074,True,0.0,4.0,327.0,54.156066600000486,[9]
396,10,15,1,55746,2,1248920238,False,0.0,4.0,0.0,0.33049100000062026,[]
397,10,15,1,55746,2,1248920238,True,0.0,4.0,0.0,0.3326300999997329,[]
398,10,15,1,55746,1,1248920238,False,1.0,181.0,0.0,20.326620800000455,[9]
399,10,15,1,55746,1,1248920238,True,0.0,4.0,604.0,98.00087990000065,[9]
