,m,ncoeff,n,sparsity,seed,maxscc,guess,timeMINFAS,MINFAS,timetearpart,mintearpart,timetearfull,mintearfull,timescc,minscc,density
474,50,0.1,55,2,9,26.0,32.0,0.036190032958984375,4.0,4.977878570556641,3.0,1.6751956939697266,1.0,0.5498828887939453,2.0,3.12
475,50,0.2,60,1,0,3.0,19.0,0.010128021240234375,2.0,0.03946876525878906,2.0,0.013889312744140625,0.0,0.012620925903320312,0.0,1.94
476,50,0.2,60,1,1,2.0,20.0,0.0077686309814453125,1.0,0.014360427856445312,1.0,0.015066146850585938,0.0,0.009717941284179688,0.0,2.1
477,50,0.2,60,1,2,0.0,15.0,0.0100555419921875,0.0,0.010141372680664062,0.0,0.04365730285644531,0.0,0.008207321166992188,0.0,1.92
478,50,0.2,60,1,3,0.0,16.0,0.0,0.0,0.010629653930664062,0.0,0.01482391357421875,0.0,0.010126113891601562,0.0,2.04
479,50,0.2,60,1,4,3.0,18.0,0.009944915771484375,1.0,0.009748458862304688,1.0,0.040008544921875,0.0,0.009677886962890625,0.0,2.14
480,50,0.2,60,1,5,2.0,15.0,0.0043048858642578125,1.0,0.04202079772949219,1.0,0.03992271423339844,0.0,0.009185791015625,0.0,1.92
481,50,0.2,60,1,6,3.0,15.0,0.011936187744140625,1.0,0.015218734741210938,1.0,0.019964218139648438,0.0,0.0,0.0,2.04
482,50,0.2,60,1,7,0.0,19.0,0.0,0.0,0.04979515075683594,0.0,0.039432525634765625,0.0,0.010639190673828125,0.0,2.3
483,50,0.2,60,1,8,3.0,14.0,0.009624481201171875,1.0,0.024791717529296875,1.0,0.03978729248046875,0.0,0.0,0.0,2.02
484,50,0.2,60,1,9,13.0,19.0,0.009702682495117188,1.0,0.06379890441894531,1.0,0.08473014831542969,0.0,0.03229522705078125,0.0,2.32
485,50,0.2,60,2,0,13.0,23.0,0.0195465087890625,3.0,0.4672870635986328,3.0,0.26788330078125,0.0,0.035266876220703125,0.0,2.8
486,50,0.2,60,2,1,16.0,28.0,0.012819290161132812,2.0,0.22597694396972656,2.0,0.26492881774902344,0.0,0.20014572143554688,0.0,2.98
487,50,0.2,60,2,2,3.0,22.0,0.009922027587890625,2.0,0.05381011962890625,1.0,0.03992652893066406,0.0,0.013109207153320312,0.0,2.6
488,50,0.2,60,2,3,19.0,23.0,0.016916275024414062,2.0,0.34545135498046875,1.0,0.06469917297363281,0.0,0.06359291076660156,0.0,2.7
489,50,0.2,60,2,4,26.0,26.0,0.03412437438964844,3.0,0.9698162078857422,2.0,1.8873138427734375,1.0,53.15143585205078,2.0,3.08
490,50,0.2,60,2,5,16.0,26.0,0.024534225463867188,3.0,0.5267219543457031,2.0,0.6596317291259766,1.0,2.334787368774414,5.0,2.78
491,50,0.2,60,2,6,21.0,30.0,0.01607513427734375,3.0,0.3897247314453125,2.0,0.2652111053466797,0.0,0.10026168823242188,0.0,2.92
492,50,0.2,60,2,7,18.0,27.0,0.023733139038085938,5.0,0.4704723358154297,2.0,1.8188495635986328,0.0,0.24921035766601562,0.0,3.22
493,50,0.2,60,2,8,25.0,20.0,0.08677864074707031,3.0,1.9618911743164062,3.0,12.909833908081055,1.0,100.32165718078613,999.0,3.14
494,50,0.2,60,2,9,35.0,35.0,1.674530029296875,5.0,12.72909164428711,3.0,6.336147308349609,1.0,100.6955795288086,999.0,3.24
495,50,0.5,75,1,0,2.0,9.0,0.0063076019287109375,1.0,0.054912567138671875,1.0,0.047763824462890625,1.0,0.015546798706054688,2.0,2.12
496,50,0.5,75,1,1,3.0,14.0,0.012639999389648438,1.0,0.024766921997070312,1.0,0.010959625244140625,0.0,0.0,0.0,2.24
497,50,0.5,75,1,2,0.0,13.0,0.0,0.0,0.009738922119140625,0.0,0.0137786865234375,0.0,0.0106658935546875,0.0,2.12
498,50,0.5,75,1,3,3.0,13.0,0.010189056396484375,1.0,0.07587242126464844,1.0,0.068450927734375,0.0,0.008188247680664062,0.0,2.24
499,50,0.5,75,1,4,3.0,12.0,0.009090423583984375,1.0,0.022747039794921875,1.0,0.05007743835449219,0.0,0.0048065185546875,0.0,2.3
500,50,0.5,75,1,5,2.0,12.0,0.0131072998046875,1.0,0.04973030090332031,1.0,0.03507423400878906,0.0,0.001644134521484375,0.0,2.1
501,50,0.5,75,1,6,0.0,16.0,0.0,0.0,0.010196685791015625,0.0,0.02715301513671875,0.0,0.0,0.0,2.24
502,50,0.5,75,1,7,0.0,14.0,0.0,0.0,0.06953048706054688,0.0,0.04877281188964844,0.0,0.00553131103515625,0.0,2.34
503,50,0.5,75,1,8,0.0,11.0,0.0,0.0,0.0153961181640625,0.0,0.0201416015625,0.0,0.015302658081054688,0.0,2.24
504,50,0.5,75,1,9,2.0,13.0,0.008539199829101562,1.0,0.013088226318359375,1.0,0.014980316162109375,0.0,0.00922393798828125,0.0,2.38
505,50,0.5,75,2,0,0.0,21.0,0.006038665771484375,0.0,0.05020332336425781,0.0,0.04334831237792969,0.0,0.012941360473632812,0.0,2.86
506,50,0.5,75,2,1,5.0,22.0,0.010156631469726562,4.0,0.04779243469238281,2.0,0.05661201477050781,0.0,0.025957107543945312,0.0,3.06
507,50,0.5,75,2,2,3.0,14.0,0.014835357666015625,1.0,0.07242012023925781,1.0,0.07476234436035156,0.0,0.015125274658203125,0.0,2.8
508,50,0.5,75,2,3,4.0,22.0,0.015766143798828125,2.0,0.026155471801757812,2.0,0.02475738525390625,0.0,0.010728836059570312,0.0,2.78
509,50,0.5,75,2,4,3.0,22.0,0.009922027587890625,1.0,0.06505012512207031,1.0,0.096343994140625,0.0,0.028039932250976562,0.0,3.08
510,50,0.5,75,2,5,4.0,21.0,0.008111953735351562,1.0,0.0784149169921875,1.0,0.07510185241699219,0.0,0.014837265014648438,0.0,2.96
511,50,0.5,75,2,6,12.0,20.0,0.013204574584960938,3.0,0.16631317138671875,2.0,0.0902557373046875,0.0,0.02423858642578125,0.0,3.0
512,50,0.5,75,2,7,13.0,25.0,0.014055252075195312,3.0,0.22621536254882812,2.0,0.030084609985351562,0.0,0.0202789306640625,0.0,3.3
513,50,0.5,75,2,8,5.0,20.0,0.010593414306640625,2.0,0.09521102905273438,1.0,0.12335205078125,0.0,0.019575119018554688,0.0,3.28
514,50,0.5,75,2,9,2.0,24.0,0.009752273559570312,2.0,0.3198051452636719,2.0,0.3981132507324219,0.0,0.05984306335449219,0.0,3.28
515,40,0.1,44,3,0,32.0,24.0,4.920949935913086,6.0,100.36333084106445,5.0,100.11968040466309,3.0,5.395174026489258,25.0,3.45
516,40,0.1,44,3,1,31.0,27.0,8.074586868286133,6.0,103.20564842224121,6.0,101.65527725219727,4.0,100.06977653503418,999.0,4.025
517,40,0.1,44,3,2,26.0,22.0,0.2995338439941406,5.0,17.246379852294922,3.0,10.205095291137695,0.0,0.8999958038330078,0.0,3.625
518,40,0.1,44,3,3,27.0,25.0,0.3995819091796875,6.0,10.414466857910156,3.0,26.752710342407227,2.0,100.06770896911621,999.0,3.525
519,40,0.1,44,3,4,31.0,29.0,4.618114471435547,8.0,100.10606384277344,6.0,101.07608604431152,5.0,100.03840637207031,999.0,3.975
520,40,0.1,44,3,5,33.0,30.0,1.1496715545654297,7.0,100.0646915435791,4.0,100.12673759460449,4.0,100.38427352905273,999.0,3.725
521,40,0.1,44,3,6,33.0,29.0,3.968973159790039,7.0,100.62460708618164,4.0,106.6736831665039,6.0,100.3985710144043,999.0,3.825
522,40,0.1,44,3,7,35.0,32.0,7.7618865966796875,9.0,102.3808479309082,13.0,101.36991691589355,22.0,100.72355079650879,999.0,4.45
523,40,0.1,44,3,8,30.0,26.0,0.1477375030517578,8.0,80.61006164550781,4.0,100.11188888549805,3.0,100.7070541381836,999.0,3.875
524,40,0.1,44,3,9,38.0,28.0,100.0,999.0,103.2178726196289,13.0,105.06564712524414,20.0,100.37419319152832,999.0,4.025
525,50,0.1,55,3,0,35.0,31.0,2.8931941986083984,5.0,100.81984329223633,5.0,101.37400436401367,3.0,100.24544143676758,999.0,3.6
526,50,0.1,55,3,1,48.0,34.0,100.0,999.0,102.33160781860352,26.0,109.80670356750488,22.0,100.35626029968262,999.0,4.28
527,50,0.1,55,3,2,35.0,31.0,0.2472095489501953,8.0,26.22713851928711,4.0,100.20243453979492,2.0,100.07621765136719,999.0,3.72
528,50,0.1,55,3,3,41.0,29.0,12.465667724609375,6.0,100.47046089172363,4.0,101.19790840148926,2.0,100.51056480407715,999.0,3.58
529,50,0.1,55,3,4,38.0,32.0,18.06996726989746,8.0,101.26577568054199,7.0,102.6295394897461,20.0,100.10065078735352,999.0,3.88
530,50,0.1,55,3,5,44.0,30.0,2.5893516540527344,6.0,101.09518051147461,3.0,58.859779357910156,1.0,100.3283634185791,999.0,3.58
531,50,0.1,55,3,6,42.0,37.0,100.0,999.0,101.8957633972168,10.0,109.57627296447754,31.0,100.11142921447754,999.0,3.88
532,50,0.1,55,3,7,45.0,36.0,100.0,999.0,100.90058326721191,14.0,115.34420967102051,25.0,100.88965225219727,999.0,4.4
533,50,0.1,55,3,8,42.0,30.0,11.162887573242188,7.0,100.62455558776855,10.0,100.22041320800781,23.0,100.1248664855957,999.0,4.12
534,50,0.1,55,3,9,46.0,33.0,100.0,999.0,100.6331844329834,32.0,100.31147384643555,20.0,101.70544242858887,999.0,4.26
535,40,0.5,60,3,0,16.0,18.0,0.016355514526367188,6.0,0.2548503875732422,3.0,0.1610851287841797,0.0,0.015018463134765625,0.0,3.425
536,40,0.5,60,3,1,17.0,22.0,0.011098861694335938,3.0,0.762664794921875,3.0,0.38748741149902344,0.0,0.058013916015625,0.0,4.025
537,40,0.5,60,3,2,26.0,16.0,0.06144523620605469,5.0,0.8857059478759766,3.0,0.1226959228515625,0.0,0.10902786254882812,0.0,3.65
538,40,0.5,60,3,3,20.0,24.0,0.01399993896484375,3.0,0.07242965698242188,2.0,0.14208602905273438,0.0,0.06023216247558594,0.0,3.55
539,40,0.5,60,3,4,19.0,21.0,0.023305892944335938,3.0,2.512277603149414,3.0,1.3071918487548828,0.0,0.1700000762939453,0.0,4.1
540,40,0.5,60,3,5,23.0,25.0,0.021631240844726562,4.0,0.779571533203125,2.0,0.12030220031738281,0.0,0.01984405517578125,0.0,3.85
541,40,0.5,60,3,6,19.0,25.0,0.07234764099121094,4.0,1.1765403747558594,3.0,0.5463790893554688,0.0,0.11041450500488281,0.0,3.825
542,40,0.5,60,3,7,30.0,24.0,0.13489913940429688,5.0,100.02573585510254,5.0,1.6925296783447266,0.0,0.18917083740234375,0.0,4.55
543,40,0.5,60,3,8,19.0,20.0,0.0200042724609375,5.0,0.12743377685546875,2.0,0.11230087280273438,0.0,0.01619720458984375,0.0,3.975
544,40,0.5,60,3,9,20.0,25.0,0.0545806884765625,3.0,0.934356689453125,2.0,0.8550052642822266,0.0,0.015621185302734375,0.0,4.025
545,50,0.5,75,3,0,15.0,22.0,0.013986587524414062,2.0,0.22167396545410156,1.0,0.4712791442871094,0.0,0.09326553344726562,0.0,3.64
546,50,0.5,75,3,1,41.0,29.0,18.000825881958008,8.0,101.27130317687988,9.0,4.876592636108398,0.0,0.3797035217285156,0.0,4.46
547,50,0.5,75,3,2,32.0,24.0,0.0996551513671875,6.0,2.8425674438476562,3.0,0.25521087646484375,0.0,0.1909961700439453,0.0,3.8
548,50,0.5,75,3,3,0.0,21.0,0.0030975341796875,0.0,0.1981983184814453,0.0,0.13993453979492188,0.0,0.018289566040039062,0.0,3.58
549,50,0.5,75,3,4,37.0,30.0,0.66943359375,6.0,9.849723815917969,3.0,0.3651161193847656,0.0,0.07991790771484375,0.0,4.0
550,50,0.5,75,3,5,16.0,28.0,0.029870986938476562,4.0,0.3494873046875,3.0,0.3497657775878906,1.0,0.07970619201660156,2.0,3.64
551,50,0.5,75,3,6,35.0,30.0,1.0776958465576172,5.0,7.439821243286133,3.0,0.5276565551757812,0.0,0.069671630859375,0.0,3.92
552,50,0.5,75,3,7,26.0,31.0,0.08932685852050781,6.0,3.7863197326660156,3.0,3.2303409576416016,0.0,0.6968803405761719,0.0,4.46
553,50,0.5,75,3,8,36.0,27.0,0.6502494812011719,6.0,19.581708908081055,3.0,8.444774627685547,0.0,1.889984130859375,0.0,4.16
554,50,0.5,75,3,9,29.0,28.0,0.6699295043945312,7.0,100.0547103881836,5.0,4.002452850341797,0.0,0.3186912536621094,0.0,4.28
