,m,ncoeff,n,sparsity,seed,maxscc,minscc,time
453,50,0.1,55,0.5,3,0,0.0,0.06036567687988281
454,50,0.1,55,0.5,4,7,0.0,0.025112152099609375
455,50,0.1,55,0.5,5,0,1.0,0.06024169921875
456,50,0.1,55,0.5,6,0,0.0,0.028194427490234375
457,50,0.1,55,0.5,7,5,4.0,0.08478736877441406
458,50,0.1,55,0.5,8,0,0.0,0.04260826110839844
459,50,0.1,55,0.5,9,5,4.0,0.08492279052734375
460,50,0.1,55,1.0,0,18,10.0,0.35389137268066406
461,50,0.1,55,1.0,1,31,18.0,3.749296188354492
462,50,0.1,55,1.0,2,8,7.0,0.19489288330078125
463,50,0.1,55,1.0,3,21,12.0,0.2530345916748047
464,50,0.1,55,1.0,4,25,13.0,2.0470314025878906
465,50,0.1,55,1.0,5,21,11.0,1.5365104675292969
466,50,0.1,55,1.0,6,18,7.0,0.3761730194091797
467,50,0.1,55,1.0,7,39,22.0,1.0398292541503906
468,50,0.1,55,1.0,8,34,21.0,3.347942352294922
469,50,0.1,55,1.0,9,32,19.0,5.064605712890625
470,50,0.1,55,1.5,0,47,28.0,28.603302001953125
471,50,0.1,55,1.5,1,46,33.0,11.850065231323242
472,50,0.1,55,1.5,2,32,26.0,4.460521697998047
473,50,0.1,55,1.5,3,41,22.0,12.36777114868164
474,50,0.1,55,1.5,4,37,999.0,100.06623840332031
475,50,0.1,55,1.5,5,34,21.0,10.420608520507812
476,50,0.1,55,1.5,6,43,25.0,15.158998489379883
477,50,0.1,55,1.5,7,45,999.0,100.08861541748047
478,50,0.1,55,1.5,8,42,21.0,23.984783172607422
479,50,0.1,55,1.5,9,43,29.0,38.85061264038086
480,50,0.2,60,0.5,0,2,0.0,0.013326644897460938
481,50,0.2,60,0.5,1,3,2.0,0.06574630737304688
482,50,0.2,60,0.5,2,0,0.0,0.016210556030273438
483,50,0.2,60,0.5,3,0,0.0,0.06738090515136719
484,50,0.2,60,0.5,4,2,4.0,0.1365509033203125
485,50,0.2,60,0.5,5,0,0.0,0.017665863037109375
486,50,0.2,60,0.5,6,0,0.0,0.030010223388671875
487,50,0.2,60,0.5,7,0,1.0,0.06734275817871094
488,50,0.2,60,0.5,8,0,0.0,0.03167724609375
489,50,0.2,60,0.5,9,2,2.0,0.09359550476074219
490,50,0.2,60,1.0,0,6,8.0,0.3531761169433594
491,50,0.2,60,1.0,1,31,11.0,2.4553585052490234
492,50,0.2,60,1.0,2,15,5.0,0.26694297790527344
493,50,0.2,60,1.0,3,14,2.0,1.3513774871826172
494,50,0.2,60,1.0,4,22,4.0,0.5868682861328125
495,50,0.2,60,1.0,5,18,8.0,1.6344242095947266
496,50,0.2,60,1.0,6,14,8.0,1.0931835174560547
497,50,0.2,60,1.0,7,25,7.0,3.32745361328125
498,50,0.2,60,1.0,8,27,11.0,1.5348644256591797
499,50,0.2,60,1.0,9,30,10.0,2.786163330078125
500,50,0.2,60,1.5,0,43,25.0,20.540552139282227
501,50,0.2,60,1.5,1,46,999.0,102.65332984924316
502,50,0.2,60,1.5,2,41,12.0,5.273813247680664
503,50,0.2,60,1.5,3,35,13.0,23.498144149780273
504,50,0.2,60,1.5,4,43,999.0,100.0257568359375
505,50,0.2,60,1.5,5,35,21.0,8.158098220825195
506,50,0.2,60,1.5,6,46,999.0,101.18691635131836
507,50,0.2,60,1.5,7,37,999.0,100.07386779785156
508,50,0.2,60,1.5,8,37,999.0,100.0517463684082
509,50,0.2,60,1.5,9,40,999.0,101.05160903930664
510,50,0.5,75,0.5,0,0,0.0,0.024501800537109375
511,50,0.5,75,0.5,1,3,0.0,0.011913299560546875
512,50,0.5,75,0.5,2,0,0.0,0.013940811157226562
513,50,0.5,75,0.5,3,0,0.0,0.03853607177734375
514,50,0.5,75,0.5,4,0,0.0,0.017068862915039062
515,50,0.5,75,0.5,5,0,0.0,0.020254135131835938
516,50,0.5,75,0.5,6,2,0.0,0.021272659301757812
517,50,0.5,75,0.5,7,4,2.0,0.06566047668457031
518,50,0.5,75,0.5,8,2,0.0,0.052398681640625
519,50,0.5,75,0.5,9,4,0.0,0.014322280883789062
520,50,0.5,75,1.0,0,15,2.0,0.231231689453125
521,50,0.5,75,1.0,1,24,2.0,0.3835582733154297
522,50,0.5,75,1.0,2,12,0.0,0.13365936279296875
523,50,0.5,75,1.0,3,16,0.0,0.13663864135742188
524,50,0.5,75,1.0,4,32,4.0,0.5946941375732422
525,50,0.5,75,1.0,5,16,1.0,0.19459152221679688
526,50,0.5,75,1.0,6,28,2.0,0.2881603240966797
527,50,0.5,75,1.0,7,31,3.0,0.8731365203857422
528,50,0.5,75,1.0,8,31,2.0,0.245147705078125
529,50,0.5,75,1.0,9,24,4.0,0.7930908203125
530,50,0.5,75,1.5,0,35,999.0,100.01672744750977
531,50,0.5,75,1.5,1,47,12.0,12.021495819091797
532,50,0.5,75,1.5,2,22,6.0,11.659320831298828
533,50,0.5,75,1.5,3,38,7.0,15.607378005981445
534,50,0.5,75,1.5,4,39,8.0,2.7849082946777344
535,50,0.5,75,1.5,5,38,6.0,90.08089637756348
536,50,0.5,75,1.5,6,34,9.0,5.476079940795898
537,50,0.5,75,1.5,7,45,999.0,100.14741706848145
538,50,0.5,75,1.5,8,43,9.0,7.13530158996582
539,50,0.5,75,1.5,9,41,999.0,100.03576850891113
540,100,0.1,110,0.5,0,3,3.0,0.2046337127685547
541,100,0.1,110,0.5,1,2,0.0,0.1806659698486328
542,100,0.1,110,0.5,2,4,4.0,0.22772216796875
543,100,0.1,110,0.5,3,0,0.0,0.049957275390625
544,100,0.1,110,0.5,4,5,0.0,0.10136985778808594
545,100,0.1,110,0.5,5,0,0.0,0.09699058532714844
546,100,0.1,110,0.5,6,2,2.0,0.19339942932128906
547,100,0.1,110,0.5,7,9,3.0,0.33739662170410156
548,100,0.1,110,0.5,8,0,0.0,0.0885009765625
549,100,0.1,110,0.5,9,11,6.0,0.16808319091796875
550,100,0.1,110,1.0,0,74,34.0,26.245012283325195
551,100,0.1,110,1.0,1,42,21.0,4.285438537597656
552,100,0.1,110,1.0,2,50,24.0,11.463739395141602
553,100,0.1,110,1.0,3,49,19.0,7.373235702514648
554,100,0.1,110,1.0,4,33,20.0,2.6083507537841797
555,100,0.1,110,1.0,5,32,8.0,1.3774776458740234
556,100,0.1,110,1.0,6,49,21.0,4.630533218383789
557,100,0.1,110,1.0,7,72,33.0,14.819337844848633
558,100,0.1,110,1.0,8,60,33.0,15.167884826660156
559,100,0.1,110,1.0,9,60,31.0,33.61561584472656
560,100,0.1,110,1.5,0,90,999.0,100.03997611999512
561,100,0.1,110,1.5,1,87,999.0,102.15398025512695
562,100,0.1,110,1.5,2,85,999.0,100.07217407226562
563,100,0.1,110,1.5,3,86,999.0,100.0805778503418
564,100,0.1,110,1.5,4,78,999.0,100.05570411682129
565,100,0.1,110,1.5,5,85,999.0,100.07097244262695
566,100,0.1,110,1.5,6,82,44.0,88.01917266845703
567,100,0.1,110,1.5,7,91,999.0,104.4021224975586
568,100,0.1,110,1.5,8,86,999.0,100.06697082519531
569,100,0.1,110,1.5,9,91,999.0,100.00658416748047
570,100,0.2,120,0.5,0,0,0.0,0.07857704162597656
571,100,0.2,120,0.5,1,0,0.0,0.13721084594726562
572,100,0.2,120,0.5,2,2,1.0,0.21512985229492188
573,100,0.2,120,0.5,3,3,3.0,0.2548255920410156
574,100,0.2,120,0.5,4,2,1.0,0.359771728515625
575,100,0.2,120,0.5,5,2,2.0,0.19424819946289062
576,100,0.2,120,0.5,6,0,0.0,0.09831619262695312
577,100,0.2,120,0.5,7,8,4.0,0.4126777648925781
578,100,0.2,120,0.5,8,3,3.0,0.17778587341308594
579,100,0.2,120,0.5,9,0,0.0,0.20931243896484375
580,100,0.2,120,1.0,0,55,15.0,2.9425277709960938
581,100,0.2,120,1.0,1,58,15.0,1.5327205657958984
582,100,0.2,120,1.0,2,54,20.0,3.698925018310547
583,100,0.2,120,1.0,3,35,9.0,2.3790969848632812
584,100,0.2,120,1.0,4,44,8.0,4.603021621704102
585,100,0.2,120,1.0,5,58,18.0,1.8581962585449219
586,100,0.2,120,1.0,6,45,22.0,3.700712203979492
587,100,0.2,120,1.0,7,53,19.0,5.73316764831543
588,100,0.2,120,1.0,8,59,16.0,2.088909149169922
589,100,0.2,120,1.0,9,60,14.0,3.8240013122558594
590,100,0.2,120,1.5,0,86,999.0,104.41052627563477
591,100,0.2,120,1.5,1,89,999.0,102.07348442077637
592,100,0.2,120,1.5,2,84,999.0,100.28302764892578
593,100,0.2,120,1.5,3,87,999.0,101.7933464050293
594,100,0.2,120,1.5,4,84,999.0,100.07193756103516
595,100,0.2,120,1.5,5,69,999.0,100.18338966369629
596,100,0.2,120,1.5,6,81,999.0,100.29437828063965
597,100,0.2,120,1.5,7,90,999.0,100.86160659790039
598,100,0.2,120,1.5,8,86,999.0,100.17719078063965
599,100,0.2,120,1.5,9,79,36.0,59.37433433532715
600,100,0.5,150,0.5,0,0,0.0,0.0489654541015625
601,100,0.5,150,0.5,1,0,0.0,0.08330345153808594
602,100,0.5,150,0.5,2,2,0.0,0.08203125
603,100,0.5,150,0.5,3,3,0.0,0.016035079956054688
604,100,0.5,150,0.5,4,2,0.0,0.098419189453125
605,100,0.5,150,0.5,5,0,0.0,0.04987525939941406
606,100,0.5,150,0.5,6,0,0.0,0.06069374084472656
607,100,0.5,150,0.5,7,0,0.0,0.033172607421875
608,100,0.5,150,0.5,8,0,0.0,0.0476531982421875
609,100,0.5,150,0.5,9,2,0.0,0.0
610,100,0.5,150,1.0,0,30,6.0,1.4145755767822266
611,100,0.5,150,1.0,1,42,3.0,1.070730209350586
612,100,0.5,150,1.0,2,18,3.0,0.5216026306152344
613,100,0.5,150,1.0,3,20,4.0,1.1990737915039062
614,100,0.5,150,1.0,4,36,3.0,0.2689971923828125
615,100,0.5,150,1.0,5,10,2.0,0.7722110748291016
616,100,0.5,150,1.0,6,47,5.0,0.9038753509521484
617,100,0.5,150,1.0,7,27,5.0,0.8560104370117188
618,100,0.5,150,1.0,8,40,5.0,1.1738853454589844
619,100,0.5,150,1.0,9,48,3.0,1.465494155883789
620,100,0.5,150,1.5,0,81,999.0,100.00763320922852
621,100,0.5,150,1.5,1,68,999.0,100.04204177856445
622,100,0.5,150,1.5,2,73,999.0,100.00123596191406
623,100,0.5,150,1.5,3,85,999.0,100.15529823303223
624,100,0.5,150,1.5,4,71,999.0,100.00160026550293
625,100,0.5,150,1.5,5,75,12.0,5.264314651489258
626,100,0.5,150,1.5,6,79,12.0,36.66870880126953
627,100,0.5,150,1.5,7,82,999.0,100.58011245727539
628,100,0.5,150,1.5,8,80,999.0,100.01138496398926
629,100,0.5,150,1.5,9,76,999.0,100.0327205657959
