,m,ncoeff,n,sparsity,seed,maxscc,guess,timetear,mintear,timescc,minscc,timeguess,minguess
229,30,0.2,36,1.0,9,23.0,16,0.0478973388671875,4.0,0.5529403686523438,0.0,0.7053127288818359,0.0
230,30,0.2,36,1.5,0,18.0,20,0.04592132568359375,5.0,8.87394905090332,3.0,3.792917251586914,1.0
231,30,0.2,36,1.5,1,26.0,21,0.3363933563232422,6.0,100.16221237182617,999.0,105.69456672668457,2.0
232,30,0.2,36,1.5,2,25.0,16,0.658447265625,5.0,100.03669166564941,999.0,6.233587265014648,1.0
233,30,0.2,36,1.5,3,19.0,20,0.01399993896484375,3.0,15.301359176635742,3.0,6.688995361328125,1.0
234,30,0.2,36,1.5,4,24.0,21,1.6800003051757812,6.0,100.1408519744873,999.0,100.10223007202148,2.0
235,30,0.2,36,1.5,5,23.0,17,0.0807037353515625,6.0,100.05454635620117,999.0,14.890371322631836,1.0
236,30,0.2,36,1.5,6,21.0,17,0.05358314514160156,4.0,103.13091278076172,999.0,100.55519104003906,2.0
237,30,0.2,36,1.5,7,28.0,23,40.170907974243164,8.0,101.95914649963379,999.0,102.92837333679199,15.0
238,30,0.2,36,1.5,8,26.0,19,6.017705917358398,7.0,103.9354190826416,999.0,100.10415649414062,1.0
239,30,0.2,36,1.5,9,23.0,22,2.710186004638672,5.0,103.08026504516602,999.0,100.83422660827637,3.0
240,30,0.5,45,0.5,0,0.0,8,0.002262115478515625,0.0,0.024595260620117188,0.0,0.05400657653808594,0.0
241,30,0.5,45,0.5,1,2.0,10,0.017948150634765625,1.0,0.02843475341796875,0.0,0.014978408813476562,0.0
242,30,0.5,45,0.5,2,0.0,9,0.0024433135986328125,0.0,0.009002685546875,0.0,0.0209197998046875,0.0
243,30,0.5,45,0.5,3,2.0,11,0.018321990966796875,2.0,0.07231330871582031,0.0,0.08754539489746094,0.0
244,30,0.5,45,0.5,4,4.0,10,0.01538848876953125,1.0,0.0157012939453125,0.0,0.027391433715820312,0.0
245,30,0.5,45,0.5,5,0.0,11,0.0019016265869140625,0.0,0.00615692138671875,0.0,0.014898300170898438,0.0
246,30,0.5,45,0.5,6,2.0,9,0.016326904296875,1.0,0.00299835205078125,0.0,0.017843246459960938,0.0
247,30,0.5,45,0.5,7,5.0,12,0.018995285034179688,2.0,0.18927955627441406,0.0,0.11039352416992188,0.0
248,30,0.5,45,0.5,8,3.0,10,0.017192840576171875,1.0,0.008054733276367188,0.0,0.03837776184082031,0.0
249,30,0.5,45,0.5,9,5.0,8,0.016704559326171875,1.0,0.03601264953613281,0.0,0.04352760314941406,0.0
250,30,0.5,45,1.0,0,7.0,13,0.01291656494140625,2.0,0.0066699981689453125,0.0,0.06357192993164062,0.0
251,30,0.5,45,1.0,1,10.0,14,0.024822235107421875,1.0,0.14028549194335938,0.0,0.17722702026367188,0.0
252,30,0.5,45,1.0,2,0.0,12,0.0023326873779296875,0.0,0.006000518798828125,0.0,0.12676620483398438,0.0
253,30,0.5,45,1.0,3,13.0,16,0.017345428466796875,2.0,0.055179595947265625,0.0,0.10754966735839844,0.0
254,30,0.5,45,1.0,4,18.0,15,0.0253143310546875,1.0,0.45163536071777344,0.0,0.4303455352783203,0.0
255,30,0.5,45,1.0,5,8.0,14,0.028150558471679688,2.0,0.08668136596679688,0.0,0.23046493530273438,0.0
256,30,0.5,45,1.0,6,9.0,16,0.04380607604980469,4.0,0.2180004119873047,0.0,0.13516998291015625,0.0
257,30,0.5,45,1.0,7,20.0,19,0.11622810363769531,4.0,0.5783805847167969,0.0,1.0272254943847656,0.0
258,30,0.5,45,1.0,8,17.0,15,0.04305458068847656,2.0,0.4956684112548828,0.0,0.22005081176757812,0.0
259,30,0.5,45,1.0,9,11.0,16,0.014141082763671875,3.0,0.2520885467529297,0.0,0.2889976501464844,0.0
260,30,0.5,45,1.5,0,25.0,15,0.1324310302734375,5.0,0.2045612335205078,0.0,0.4626731872558594,0.0
261,30,0.5,45,1.5,1,29.0,20,4.393709182739258,6.0,101.30398559570312,999.0,103.33527183532715,1.0
262,30,0.5,45,1.5,2,16.0,15,0.04088592529296875,3.0,1.6565685272216797,0.0,1.2505626678466797,0.0
263,30,0.5,45,1.5,3,21.0,18,0.2599658966064453,4.0,0.705596923828125,0.0,1.7519149780273438,0.0
264,30,0.5,45,1.5,4,17.0,16,0.09203147888183594,4.0,17.427505493164062,0.0,5.145816802978516,0.0
265,30,0.5,45,1.5,5,28.0,18,0.5616436004638672,4.0,8.345329284667969,0.0,10.619352340698242,0.0
266,30,0.5,45,1.5,6,23.0,19,0.16507339477539062,4.0,5.238752365112305,0.0,17.186813354492188,0.0
267,30,0.5,45,1.5,7,25.0,21,1.6505355834960938,6.0,101.25203132629395,999.0,100.82296180725098,1.0
268,30,0.5,45,1.5,8,27.0,22,5.761432647705078,6.0,5.93058967590332,0.0,7.263753890991211,0.0
269,30,0.5,45,1.5,9,24.0,23,1.009246826171875,6.0,45.39706802368164,0.0,27.10917091369629,0.0
270,50,0.1,55,0.5,0,0.0,17,0.0044708251953125,0.0,,,,
271,50,0.1,55,0.5,1,2.0,22,0.022077560424804688,1.0,,,,
272,50,0.1,55,0.5,2,0.0,15,0.0020294189453125,0.0,,,,
273,50,0.1,55,0.5,3,0.0,17,0.0032138824462890625,0.0,,,,
274,50,0.1,55,0.5,4,7.0,18,0.02024078369140625,1.0,,,,
275,50,0.1,55,0.5,5,0.0,15,0.0,0.0,,,,
276,50,0.1,55,0.5,6,0.0,16,0.0,0.0,,,,
277,50,0.1,55,0.5,7,5.0,22,0.017446517944335938,2.0,,,,
278,50,0.1,55,0.5,8,0.0,15,0.0,0.0,,,,
279,50,0.1,55,0.5,9,5.0,24,0.02516937255859375,1.0,,,,
280,50,0.1,55,1.0,0,18.0,25,0.02712249755859375,2.0,,,,
281,50,0.1,55,1.0,1,31.0,30,0.2929840087890625,5.0,,,,
282,50,0.1,55,1.0,2,8.0,25,0.00798797607421875,4.0,,,,
283,50,0.1,55,1.0,3,21.0,25,0.06298828125,3.0,,,,
284,50,0.1,55,1.0,4,25.0,24,0.40311431884765625,4.0,,,,
285,50,0.1,55,1.0,5,21.0,26,0.0558013916015625,5.0,,,,
286,50,0.1,55,1.0,6,18.0,27,0.03808784484863281,2.0,,,,
287,50,0.1,55,1.0,7,39.0,30,3.633434295654297,8.0,,,,
288,50,0.1,55,1.0,8,34.0,29,1.4883441925048828,6.0,,,,
289,50,0.1,55,1.0,9,32.0,32,0.7508640289306641,6.0,,,,
290,50,0.1,55,1.5,0,47.0,32,100.0,999.0,,,,
291,50,0.1,55,1.5,1,46.0,35,100.0,999.0,,,,
292,50,0.1,55,1.5,2,32.0,29,2.70721435546875,6.0,,,,
293,50,0.1,55,1.5,3,41.0,31,27.454435348510742,5.0,,,,
294,50,0.1,55,1.5,4,37.0,35,8.888216018676758,9.0,,,,
295,50,0.1,55,1.5,5,34.0,31,4.2051239013671875,6.0,,,,
296,50,0.1,55,1.5,6,43.0,37,100.05608177185059,10.0,,,,
297,50,0.1,55,1.5,7,45.0,38,100.0,999.0,,,,
298,50,0.1,55,1.5,8,42.0,31,100.0,999.0,,,,
299,50,0.1,55,1.5,9,43.0,36,100.0,999.0,,,,
300,100,0.1,110,0.5,0,3.0,33,0.049221038818359375,1.0,,,,
301,100,0.1,110,0.5,1,2.0,34,0.04476165771484375,1.0,,,,
302,100,0.1,110,0.5,2,4.0,33,0.04964447021484375,1.0,,,,
303,100,0.1,110,0.5,3,0.0,32,0.0062503814697265625,0.0,,,,
304,100,0.1,110,0.5,4,5.0,43,0.03272056579589844,1.0,,,,
305,100,0.1,110,0.5,5,0.0,36,0.0,0.0,,,,
306,100,0.1,110,0.5,6,2.0,35,0.03643798828125,1.0,,,,
307,100,0.1,110,0.5,7,9.0,44,0.050052642822265625,2.0,,,,
308,100,0.1,110,0.5,8,0.0,38,0.008001327514648438,0.0,,,,
309,100,0.1,110,0.5,9,11.0,38,0.04268836975097656,2.0,,,,
310,100,0.1,110,1.0,0,74.0,51,100.0,999.0,,,,
311,100,0.1,110,1.0,1,42.0,57,12.244760513305664,7.0,,,,
312,100,0.1,110,1.0,2,50.0,54,1.3686294555664062,7.0,,,,
313,100,0.1,110,1.0,3,49.0,55,10.900140762329102,6.0,,,,
314,100,0.1,110,1.0,4,33.0,54,0.19063758850097656,6.0,,,,
315,100,0.1,110,1.0,5,32.0,54,0.10618782043457031,3.0,,,,
316,100,0.1,110,1.0,6,49.0,56,2.915590286254883,7.0,,,,
317,100,0.1,110,1.0,7,72.0,62,21.703462600708008,9.0,,,,
318,100,0.1,110,1.0,8,60.0,61,9.824714660644531,7.0,,,,
319,100,0.1,110,1.0,9,60.0,58,100.0,999.0,,,,
320,100,0.1,110,1.5,0,90.0,63,100.0,999.0,,,,
321,100,0.1,110,1.5,1,87.0,73,100.0,999.0,,,,
322,100,0.1,110,1.5,2,85.0,67,100.0,999.0,,,,
323,100,0.1,110,1.5,3,86.0,64,100.0,999.0,,,,
324,100,0.1,110,1.5,4,78.0,65,100.0,999.0,,,,
325,100,0.1,110,1.5,5,85.0,62,100.0,999.0,,,,
326,100,0.1,110,1.5,6,82.0,64,100.0,999.0,,,,
327,100,0.1,110,1.5,7,91.0,70,100.0,999.0,,,,
328,100,0.1,110,1.5,8,86.0,67,100.0,999.0,,,,
329,100,0.1,110,1.5,9,91.0,69,100.0,999.0,,,,
